gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SIGMAR1,1315.032925,-0.25659404,0.529020992,-0.485035648,0.627651059,0.999938054
MAD2L1BP,280.8159336,-0.27963201,0.576531076,-0.485025044,0.62765858,0.999938054
ZC3H3,544.775743,-0.280102237,0.577565936,-0.484970147,0.627697522,0.999938054
RAB3IL1,582.9687405,0.257098344,0.530218496,0.484891315,0.627753443,0.999938054
PSPH,568.1611225,-0.251423844,0.518711923,-0.484708048,0.627883457,0.999938054
SMU1,1266.09841,-0.162559458,0.33543922,-0.48461673,0.627948244,0.999938054
SAR1B,1036.457832,-0.222905469,0.460133512,-0.484436502,0.628076118,0.999938054
ELP3,657.9837093,-0.292805006,0.604701685,-0.484213974,0.62823402,0.999938054
CDC42SE2,1022.79438,-0.170685483,0.35265952,-0.483995111,0.628389339,0.999938054
ZBTB7B,446.8943381,0.431891145,0.892416512,0.483956919,0.628416444,0.999938054
CMTM8,36.04283316,0.746671558,1.543035465,0.483897859,0.62845836,0.999938054
CDC42BPB,2636.794862,0.241911567,0.499925592,0.483895145,0.628460286,0.999938054
RUVBL2,2145.508943,0.176720516,0.365274746,0.483801625,0.628526662,0.999938054
ADAM22,144.5000805,-0.27933659,0.577412247,-0.483773233,0.628546813,0.999938054
CEP85,134.5836948,0.374279649,0.773667877,0.483773025,0.628546961,0.999938054
PYCR1,1735.702385,-0.230864024,0.477265429,-0.483722494,0.628582827,0.999938054
POLG2,124.6853736,0.402622381,0.832359243,0.483712272,0.628590082,0.999938054
SLC14A2,9.090293901,-1.273290815,2.632589216,-0.48366483,0.628623757,0.999938054
GRM2,59.49849589,0.676890647,1.399945,0.483512314,0.628732019,0.999938054
KCNN3,208.3678222,-0.555343134,1.14883409,-0.483397158,0.628813766,0.999938054
UTY,64.04844669,-1.254253186,2.595221518,-0.483293306,0.628887493,0.999938054
CFAP43,44.03950177,0.935220744,1.935192523,0.483270131,0.628903945,0.999938054
PYCR3,358.6436646,-0.286530503,0.592975595,-0.483207919,0.628948113,0.999938054
LINC00322,16.9935396,-0.995560264,2.061002112,-0.483046698,0.629062579,0.999938054
KLC4,852.9898753,0.252480363,0.522742387,0.482991946,0.629101455,0.999938054
POMGNT1,1871.158675,0.359939575,0.745353644,0.482911137,0.629158834,0.999938054
VASH1-AS1,97.64011701,0.433789086,0.898285469,0.482907829,0.629161183,0.999938054
TMEM74B,34.62359456,0.440181279,0.911578375,0.48287815,0.629182257,0.999938054
TTYH3,3003.088751,0.363139653,0.752062719,0.482858203,0.629196421,0.999938054
PTP4A1,2702.381163,-0.248882231,0.515465339,-0.482830198,0.629216307,0.999938054
CHD3,3569.228582,0.239239631,0.495567011,0.482759396,0.629266584,0.999938054
GTF2B,337.5003435,-0.240002544,0.497267498,-0.482642733,0.629349432,0.999938054
BLCAP,2158.709964,-0.265643212,0.550402153,-0.482634763,0.629355092,0.999938054
ANP32E,1381.33059,-0.227976894,0.472393149,-0.482599916,0.629379839,0.999938054
TMEM86A,90.80477223,-0.483235876,1.002140194,-0.482203867,0.62966113,0.999938054
PCCB,1346.545824,-0.242033704,0.502037258,-0.482103072,0.629732728,0.999938054
BTN3A2,809.648565,0.393072555,0.815347685,0.482091949,0.629740629,0.999938054
CRTC3,750.7081041,-0.196404868,0.407413262,-0.482077749,0.629750716,0.999938054
DPP9,852.572752,0.225031986,0.46680144,0.482072178,0.629754674,0.999938054
IFT27,616.8340657,-0.29919152,0.620656551,-0.482056493,0.629765815,0.999938054
PPIE,1006.143476,0.180056924,0.373569101,0.481990945,0.629812379,0.999938054
SECTM1,97.29914553,0.552406202,1.146164998,0.481960453,0.62983404,0.999938054
UGP2,1237.709151,0.267918998,0.555977566,0.481888146,0.629885407,0.999938054
LMBR1,725.1184477,-0.204744653,0.424910543,-0.481853549,0.629909986,0.999938054
PARD6G,73.73674516,-0.332230195,0.689567833,-0.481794799,0.629951725,0.999938054
TAGLN2,5896.406565,0.442814358,0.919347938,0.481661339,0.630046545,0.999938054
LAMA4,630.1099646,0.396943869,0.82448736,0.481443243,0.630201509,0.999938054
BICDL1,104.0323208,0.84656597,1.758747305,0.481345994,0.630270613,0.999938054
GSTO1,1439.96402,0.298380125,0.619927497,0.481314552,0.630292956,0.999938054
KAT7,1922.991288,-0.2724297,0.566125414,-0.48121793,0.630361619,0.999938054
P3H2,132.361421,-0.49526233,1.029390948,-0.481121707,0.630430001,0.999938054
IL1RAPL1,18.40403668,-0.695430453,1.446204414,-0.480865946,0.630611777,0.999938054
TMEM272,11.79656139,0.973745551,2.025297662,0.480791327,0.630664815,0.999938054
TRAM1,1484.582734,-0.276542083,0.575201201,-0.480774522,0.63067676,0.999938054
KLHL18,326.0698422,0.267108887,0.555592339,0.480764165,0.630684122,0.999938054
CITED2,659.4371995,0.263122961,0.547334902,0.480734848,0.63070496,0.999938054
HSPG2,423.8322241,0.494209844,1.028050174,0.480725413,0.630711667,0.999938054
SYNJ2BP,483.9474856,0.198382771,0.412704858,0.480689206,0.630737404,0.999938054
TUT4,413.8904717,0.321146975,0.668193396,0.480619798,0.630786742,0.999938054
BTN3A3,764.5415524,0.238883737,0.497034143,0.480618365,0.63078776,0.999938054
CIAPIN1,1248.380902,-0.231384881,0.481479053,-0.480571022,0.630821415,0.999938054
PDK4,895.4105356,0.493750686,1.027584164,0.480496589,0.630874328,0.999938054
TMEM167B,1036.719565,-0.28910239,0.601706046,-0.48047114,0.63089242,0.999938054
LIAT1,151.6575461,-0.279326065,0.581375687,-0.48045708,0.630902415,0.999938054
GPBP1L1,671.103104,-0.273647448,0.569574238,-0.480442109,0.630913058,0.999938054
TMEM178B,47.71967734,-0.43538059,0.906259644,-0.480414849,0.630932438,0.999938054
INTS4,358.9706606,-0.282516172,0.588127401,-0.480365601,0.63096745,0.999938054
TMEM184C,501.1404139,-0.254024324,0.528881975,-0.480304372,0.631010981,0.999938054
GRIN2D,189.7844262,-0.479837245,0.999068235,-0.480284758,0.631024926,0.999938054
SDC1,227.2414022,-0.572639752,1.192465289,-0.480215028,0.631074502,0.999938054
TTC12,50.18484922,0.391705655,0.815933319,0.48007067,0.631177143,0.999938054
TSC22D4,8720.435692,-0.243498723,0.507367617,-0.47992563,0.631280276,0.999938054
DCAF13,581.8674442,-0.218791211,0.455898793,-0.479911801,0.63129011,0.999938054
ALDOC,33886.69976,-0.321936036,0.67086371,-0.47988292,0.631310647,0.999938054
EFHC2,38.0297956,-0.560521315,1.168553416,-0.479671111,0.631461273,0.999938054
GLCCI1,460.9905233,-0.401682527,0.837435111,-0.479658091,0.631470533,0.999938054
GATA2,123.6547864,-0.333216083,0.695020736,-0.479433297,0.631630411,0.999938054
LYRM2,662.2494353,-0.177357532,0.36998597,-0.479362857,0.631680513,0.999938054
ALKBH4,302.4537532,-0.281574914,0.587456499,-0.47931194,0.631716729,0.999938054
TUBB1,123.1320048,0.345852278,0.72157877,0.479299409,0.631725643,0.999938054
MAFB,1195.035058,-0.326697755,0.681700271,-0.479239585,0.631768196,0.999938054
HS3ST2,133.8679072,0.832403148,1.737672955,0.479033264,0.631914964,0.999938054
GPR75,84.25528135,-0.491234088,1.025503328,-0.479017546,0.631926146,0.999938054
ISY1,631.6684797,-0.240728562,0.502614609,-0.478952576,0.631972367,0.999938054
GFER,762.9944243,-0.209838126,0.438121043,-0.47895012,0.631974114,0.999938054
ARSD,259.5650442,-0.390974812,0.816637823,-0.478761577,0.632108254,0.999938054
LINC03123,13.44275217,1.1762488,2.45710797,0.478712704,0.632143027,0.999938054
AATK,449.7938404,0.449653327,0.93953086,0.478593462,0.63222787,0.999938054
SNORA18,31.99216886,-0.660017586,1.379189961,-0.478554517,0.632255582,0.999938054
WNT7A,71.47738857,-0.396845419,0.829432991,-0.478453864,0.632327204,0.999938054
NPIPB3,32.16308986,0.619327694,1.294633111,0.478380854,0.632379158,0.999938054
MIF4GD-DT,27.14038759,-0.499941942,1.045129194,-0.478354203,0.632398124,0.999938054
COX7A1,379.1989512,0.428249002,0.895279597,0.478341072,0.632407468,0.999938054
TMEM108,702.3953454,0.255427256,0.534002753,0.478325729,0.632418386,0.999938054
ILKAP,539.0158458,0.21145675,0.442146216,0.47825073,0.63247176,0.999938054
POLR2G,1824.857525,0.208088438,0.435147589,0.478201978,0.632506455,0.999938054
DIRAS2,290.0536018,0.530533928,1.10958952,0.478135309,0.632553902,0.999938054
TBC1D4,230.7989279,0.329608719,0.689560614,0.477998181,0.632651499,0.999938054
ANAPC1,214.0848453,0.212121724,0.443810827,0.47795527,0.632682042,0.999938054
MOSPD1,137.1994593,-0.231721479,0.484842505,-0.477931445,0.632699,0.999938054
SLBP,819.2722884,0.197406595,0.41316116,0.477795624,0.632795676,0.999938054
LIG3,378.3479203,-0.200135746,0.41915072,-0.477479189,0.633020937,0.999938054
MTA2,1505.214335,-0.147047737,0.308057276,-0.477338953,0.633120777,0.999938054
ZMIZ1,3115.922807,-0.255195363,0.534693525,-0.477274085,0.633166962,0.999938054
CRNKL1,403.6216014,-0.177155724,0.371189578,-0.47726481,0.633173566,0.999938054
HYAL3,83.36596221,0.353195691,0.740234912,0.477140007,0.633262428,0.999938054
SPOP,824.611282,-0.165264875,0.346405329,-0.477085257,0.633301413,0.999938054
PIP4P1,767.8549009,0.180778528,0.378928839,0.477077777,0.633306739,0.999938054
PABPC1,14218.12865,-0.263067145,0.551452917,-0.47704371,0.633330997,0.999938054
MATR3,6908.981062,-0.181875725,0.38131203,-0.476973477,0.633381009,0.999938054
METTL14,178.1600511,-0.203389673,0.426417594,-0.476972985,0.633381359,0.999938054
PPP1R14B,1381.112584,-0.242760924,0.509023353,-0.476915101,0.633422578,0.999938054
LRRC40,244.0079373,-0.247873798,0.519769245,-0.476892006,0.633439025,0.999938054
ABRACL,72.55911896,-0.373154206,0.782660981,-0.476776299,0.633521424,0.999938054
TDP2,597.5590518,0.208136468,0.436558049,0.476766994,0.633528052,0.999938054
HSD17B11,550.3613874,0.186058145,0.390331423,0.476667094,0.633599199,0.999938054
MKLN1,946.6610507,-0.177792677,0.372999087,-0.476657137,0.63360629,0.999938054
AXIN1,760.7338531,-0.195234572,0.409614673,-0.476629829,0.633625739,0.999938054
GNL2,522.9168224,0.287013155,0.602269591,0.476552625,0.633680725,0.999938054
H2AC6,243.7282846,0.322848444,0.677604646,0.476455476,0.63374992,0.999938054
GGCT,545.3970189,-0.164233654,0.344699215,-0.47645497,0.633750281,0.999938054
CXXC1,1076.397439,0.165164264,0.346685586,0.476409377,0.633782756,0.999938054
RPIA,232.119936,0.220472224,0.46289582,0.476289079,0.633868445,0.999938054
COG3,345.131638,-0.251138742,0.527349738,-0.476228059,0.633911912,0.999938054
SLC28A1,21.83216016,0.78177953,1.641723978,0.476194257,0.633935991,0.999938054
CFAP44,58.70282537,0.638142599,1.340117778,0.476183966,0.633943321,0.999938054
LANCL2,1727.82842,-0.400555722,0.841231676,-0.476153874,0.633964758,0.999938054
NUDT16L2P,8.728909567,0.990905166,2.081236654,0.476113643,0.633993418,0.999938054
SYN3,58.19395697,-0.644265182,1.353175375,-0.476113587,0.633993457,0.999938054
TEDC1,353.9331385,0.352678275,0.740855917,0.476041652,0.634044704,0.999938054
ATP2A2,4885.462414,-0.216365259,0.45463292,-0.475911994,0.634137077,0.999938054
ARX,128.8989938,0.44743663,0.940422204,0.475782716,0.634229185,0.999938054
TAF9B,842.8497481,-0.223858778,0.470623438,-0.47566432,0.634313544,0.999938054
ZNF143,272.179023,-0.324086167,0.681385211,-0.475628413,0.63433913,0.999938054
SIN3B,1310.281809,0.255957569,0.538158523,0.475617422,0.634346962,0.999938054
SGMS1,315.8709708,-0.256341857,0.538997252,-0.475590285,0.634366298,0.999938054
PLXNA3,747.7726942,0.394411602,0.829393621,0.475542121,0.634400618,0.999938054
MIDEAS,927.1719804,-0.309638795,0.65119167,-0.475495633,0.634433745,0.999938054
APOO,484.2481259,0.253947813,0.534200259,0.475379427,0.634516555,0.999938054
SORD,670.437106,-0.305250125,0.642138079,-0.475365244,0.634526663,0.999938054
OR2L13,33.40172044,-1.304945549,2.746015129,-0.47521426,0.634634264,0.999938054
PPP1R12B,450.6671117,-0.275358259,0.579530801,-0.475139991,0.634687196,0.999938054
ZNF813,8.250769442,-1.295950665,2.727522506,-0.475138395,0.634688334,0.999938054
COPB2,1778.939204,-0.256478785,0.539810449,-0.475127493,0.634696104,0.999938054
LMTK2,352.3614222,-0.340456365,0.716979781,-0.47484793,0.634895367,0.999938054
RRP12,493.8801258,0.18304698,0.385487427,0.474845526,0.634897081,0.999938054
PFKP,2537.932332,0.21197296,0.446559235,0.474680498,0.635014721,0.999938054
ZNF383,51.88646879,-0.708205493,1.492939903,-0.474369726,0.635236278,0.999938054
FKBP14,146.8197615,-0.452267453,0.953455976,-0.474345397,0.635253624,0.999938054
SPNS1,1059.091075,0.164206953,0.346307697,0.474164896,0.635382324,0.999938054
SGPP2,51.97581441,0.671283919,1.41607236,0.47404634,0.635466863,0.999938054
AGAP6,188.6406433,0.315438605,0.665564772,0.473941257,0.635541798,0.999938054
CPNE5,1047.277185,-0.296664538,0.626318871,-0.473663738,0.635739716,0.999938054
SORCS1,47.42476377,-0.696290553,1.470076916,-0.47364226,0.635755034,0.999938054
PRDX2,11173.17207,0.225387315,0.475914991,0.47358734,0.635794205,0.999938054
CCDC154,8.577555932,-0.928698121,1.961510731,-0.473460637,0.635884578,0.999938054
THAP6,101.1587665,-0.365897934,0.773067908,-0.473306329,0.635994647,0.999938054
IGBP1P1,12.08404358,0.742079306,1.567910779,0.473291794,0.636005015,0.999938054
ANKAR,45.4169961,0.387256744,0.818637134,0.473050547,0.636177117,0.999938054
OAS2,318.9961655,0.428340397,0.905769964,0.472901966,0.636283122,0.999938054
CDKN2B,189.6134086,-0.449377007,0.950524005,-0.472767658,0.636378951,0.999938054
KLHL23,133.5348964,-0.392167896,0.829516095,-0.472767073,0.636379368,0.999938054
ABHD2,1788.147732,-0.242024935,0.512015326,-0.472690803,0.636433789,0.999938054
NUP88,396.7107769,0.224797235,0.475694468,0.472566426,0.63652254,0.999938054
TMEM164,438.4972112,-0.313891983,0.664333773,-0.472491383,0.636576091,0.999938054
ARHGAP31,1217.63485,-0.29952043,0.633935587,-0.472477703,0.636585854,0.999938054
SLC44A3,157.9125329,-0.497379686,1.052881229,-0.472398664,0.636642258,0.999938054
LTBP4,1158.926297,-0.312451501,0.66147331,-0.472356928,0.636672043,0.999938054
CRYL1,2789.227035,0.228446842,0.483722109,0.472268762,0.636734964,0.999938054
RXRG,101.1873217,-0.406226057,0.860282916,-0.47220054,0.636783654,0.999938054
PRDM4,474.0571149,0.273477053,0.579414951,0.471988257,0.636935171,0.999938054
PABIR1,336.3820302,-0.234928118,0.497771223,-0.471960022,0.636955324,0.999938054
PPP3CC,292.6185525,-0.247865076,0.525308416,-0.471846763,0.63703617,0.999938054
SCRN3,337.6376212,-0.187491615,0.397424639,-0.471766459,0.637093494,0.999938054
PTGES2,1450.168887,0.243107687,0.515314208,0.471765931,0.637093871,0.999938054
RUNX1,473.4575636,0.494398021,1.048099138,0.471709214,0.637134359,0.999938054
RFNG,892.00496,0.204286207,0.433109608,0.471673228,0.637160049,0.999938054
TBC1D23,557.219443,-0.190294682,0.403451053,-0.471667334,0.637164257,0.999938054
GET1,1320.124395,-0.210179103,0.445644184,-0.471629857,0.637191012,0.999938054
FABP3,421.0714543,0.272478625,0.577779172,0.471596483,0.637214838,0.999938054
DNALI1,586.5281073,0.320336486,0.679278334,0.471583547,0.637224073,0.999938054
RASGRP3,238.1361495,0.32559222,0.690425585,0.471581916,0.637225237,0.999938054
ZNF516,440.560465,0.219551376,0.46556476,0.471580745,0.637226073,0.999938054
ATP5F1EP2,22.96188083,0.428913287,0.909766155,0.471454433,0.637316252,0.999938054
ZNF280C,49.52117082,-0.395831791,0.839603965,-0.471450597,0.637318991,0.999938054
LLGL1,1858.218552,-0.167884506,0.35610485,-0.471446839,0.637321674,0.999938054
FMNL2,3733.533082,-0.219449385,0.465575667,-0.471350633,0.637390364,0.999938054
NR2F6,498.1395263,0.24517938,0.520171299,0.471343538,0.637395429,0.999938054
IQGAP3,103.4003222,0.438173319,0.929754186,0.471278674,0.637441743,0.999938054
ADM2,23.95627752,0.908360321,1.927541344,0.471253353,0.637459823,0.999938054
SERTAD1,636.8678728,0.379979407,0.806334917,0.471242655,0.637467462,0.999938054
PVALB,39.31245549,0.884619603,1.877434247,0.471185398,0.637508345,0.999938054
SREK1,650.6731748,0.290752467,0.61707602,0.471177712,0.637513833,0.999938054
LIN7C,376.6696107,-0.276307552,0.586449678,-0.471153046,0.637531446,0.999938054
JMJD6,883.4027078,0.284762059,0.604414396,0.471137123,0.637542817,0.999938054
DANCR,3198.481599,-0.247790631,0.525950698,-0.471129009,0.637548611,0.999938054
AK1,2064.265121,0.289608122,0.614752041,0.471097454,0.637571143,0.999938054
N4BP2L2,649.047905,-0.178128043,0.378184441,-0.471008385,0.637634747,0.999938054
DPH6,151.8535018,0.267463919,0.567855007,0.471007414,0.63763544,0.999938054
DEAF1,4858.396459,0.350236992,0.743680466,0.47095091,0.637675791,0.999938054
DOK3,80.21106548,0.42015947,0.892487725,0.470773388,0.637802571,0.999938054
TNKS1BP1,787.0287302,-0.229533455,0.487588095,-0.470752789,0.637817282,0.999938054
ZDHHC8,767.1885274,0.261921847,0.556465191,0.470688645,0.637863094,0.999938054
CEP250,598.6729956,0.180140712,0.382720175,0.470685173,0.637865574,0.999938054
ATP2A1-AS1,20.04386826,0.731630417,1.554524315,0.47064585,0.63789366,0.999938054
ACKR2,17.83403012,0.770916087,1.638278407,0.470564761,0.637951577,0.999938054
CTTNBP2NL,583.2686103,0.270366643,0.574763532,0.470396306,0.638071903,0.999938054
ZFYVE26,386.3725233,-0.222182853,0.472337842,-0.470389693,0.638076627,0.999938054
SLC13A4,13.90272722,-0.939029709,1.996583872,-0.470318188,0.638127705,0.999938054
ZNF44,92.24259791,-0.38958809,0.828435833,-0.470269482,0.638162498,0.999938054
KPNA5,83.27605209,-0.446589427,0.949680351,-0.470252361,0.638174728,0.999938054
RBM24,16.98507739,-0.976012829,2.075852411,-0.47017448,0.638230365,0.999938054
SNORD104,33.83839433,-0.440687719,0.937306239,-0.470164073,0.6382378,0.999938054
TOB1,486.2328175,-0.273488685,0.581730278,-0.470129706,0.638262352,0.999938054
EPB41L4B,164.4749108,0.620669695,1.320272655,0.470107211,0.638278423,0.999938054
ASIP,20.05321937,-0.986627926,2.098962969,-0.470054947,0.638315761,0.999938054
MARF1,1452.508122,-0.23747951,0.505260148,-0.47001433,0.638344779,0.999938054
PRR16,15.44152312,0.9388141,1.997458927,0.470004208,0.638352011,0.999938054
BEND5,262.5708894,-0.200234308,0.426125953,-0.469894655,0.638430283,0.999938054
RSAD1,1041.437034,0.18051806,0.384190837,0.469865605,0.638451039,0.999938054
MTHFD2L,160.1179348,-0.246646287,0.524991028,-0.46981048,0.638490426,0.999938054
DGAT1,845.1775212,0.177721973,0.37829086,0.469802452,0.638496163,0.999938054
GNAI1,598.6682273,-0.484937529,1.032228178,-0.469796833,0.638500177,0.999938054
CASK,1187.153824,-0.175528041,0.373687993,-0.469718172,0.638556383,0.999938054
SLC9B1,15.5076644,0.724188186,1.542369806,0.46952954,0.638691175,0.999938054
PRMT2,3107.288623,0.218129261,0.464624011,0.469474792,0.638730299,0.999938054
SRP14-DT,151.9716042,-0.342321741,0.72928518,-0.469393524,0.638788377,0.999938054
SYVN1,799.1730775,-0.24380517,0.519507339,-0.469300724,0.638854698,0.999938054
VCPKMT,96.96600112,0.368746967,0.785847163,0.469234967,0.638901694,0.999938054
ASXL3,74.66939235,-0.416375879,0.887443502,-0.469185789,0.638936843,0.999938054
TAFA2,178.6145946,-0.843042264,1.796878723,-0.469170375,0.638947859,0.999938054
TTC39A,19.27143815,0.970011216,2.067915791,0.469076749,0.639014778,0.999938054
TBC1D20,1092.117369,0.170381977,0.363315798,0.468963855,0.639095472,0.999938054
SGK3,136.881127,0.398248806,0.849347087,0.468888175,0.639149569,0.999938054
TRNT1,239.8904438,-0.249223867,0.531833258,-0.46861279,0.639346433,0.999938054
BACC1,686.1367707,0.197276885,0.42100306,0.468587768,0.639364322,0.999938054
PNISR,797.6982983,0.263699292,0.563019232,0.468366403,0.63952259,0.999938054
TBC1D8B,7.703113587,1.244077068,2.656283629,0.468352496,0.639532533,0.999938054
CLBA1,242.7594182,-0.240486066,0.513609766,-0.468227208,0.639622117,0.999938054
ALDH18A1,1153.501882,-0.167816267,0.358435297,-0.468191243,0.639647834,0.999938054
RRAS,631.6562318,0.359472131,0.7677943,0.468188069,0.639650103,0.999938054
ZNF853,1362.347875,-0.200458551,0.428551675,-0.467758177,0.639957532,0.999938054
IFITM2,1073.396294,0.294811918,0.630267946,0.467756484,0.639958743,0.999938054
ANXA2R-OT1,65.89014048,0.674838159,1.443405479,0.467531937,0.640119348,0.999938054
CYP2E1,29.09881833,-0.67524558,1.444461378,-0.467472229,0.640162057,0.999938054
