ens_id,gene,log2FC,aveEXP,t,p-value,q-value
ENSG00000102100,SLC35A2,1.35,4.17,24.89,7.65E-73,3.64E-73
ENSG00000102103,PQBP1,0.53,6.09,10.36,1.77E-21,1.89E-22
ENSG00000102104,RS1,-0.57,0.31,-22.02,5.43E-63,1.82E-63
ENSG00000102109,PCSK1N,-2.29,6.91,-13.43,4.55E-32,6.29E-33
ENSG00000102119,EMD,0.68,6.02,11.35,8.38E-25,9.70E-26
ENSG00000102125,TAFAZZIN,-0.51,4.97,-6.7,1.17E-10,9.49E-12
ENSG00000102144,PGK1,1.57,8.44,18.31,9.53E-50,2.11E-50
ENSG00000102158,MAGT1,2.77,4.18,39.69,8.46E-117,7.47E-116
ENSG00000102172,SMS,1.13,6,15.91,5.20E-41,9.07E-42
ENSG00000102174,PHEX,1.09,0.93,21.35,1.29E-60,3.99E-61
ENSG00000102178,UBL4A,0.1,5.15,1.72,0.0871,0.00523
ENSG00000102181,CD99L2,-0.69,5.96,-9.47,1.22E-18,1.22E-19
ENSG00000102189,EEA1,0.97,2.21,15.35,5.82E-39,9.63E-40
ENSG00000102218,RP2,2.69,2.5,50.26,6.80E-142,1.23E-139
ENSG00000102221,JADE3,1.18,1.7,16.63,1.24E-43,2.30E-44
ENSG00000102225,CDK16,-0.19,6.44,-2.67,0.00814,0.000515
ENSG00000102226,USP11,-0.72,6.93,-9.51,9.10E-19,9.11E-20
ENSG00000102230,PCYT1B,-0.18,2.84,-2.17,0.031,0.0019
ENSG00000102241,HTATSF1,0.31,5.26,3.83,0.000161,1.09E-05
ENSG00000102265,TIMP1,4.63,7.32,28.1,2.29E-83,1.82E-83
ENSG00000102271,KLHL4,2,2.77,16.33,1.49E-42,2.71E-43
ENSG00000102287,GABRE,-0.47,1.58,-3.39,0.000788,5.19E-05
ENSG00000102290,PCDH11X,-0.36,0.59,-4.88,1.80E-06,1.30E-07
ENSG00000102302,FGD1,0.4,2.96,5.25,3.07E-07,2.27E-08
ENSG00000102309,PIN4,0.69,4.18,14.91,2.24E-37,3.54E-38
ENSG00000102312,PORCN,-0.2,4.02,-3.37,0.000854,5.62E-05
ENSG00000102316,MAGED2,0.94,7.06,16.28,2.38E-42,4.30E-43
ENSG00000102317,RBM3,1.82,6.54,22.75,1.58E-65,5.77E-66
ENSG00000102349,KLF8,-0.56,0.98,-9.4,2.10E-18,2.08E-19
ENSG00000102359,SRPX2,3.54,2.54,25.94,2.45E-76,1.36E-76
ENSG00000102362,SYTL4,1.98,3.46,18.15,3.65E-49,7.93E-50
ENSG00000102383,ZDHHC15,1.43,1.79,22.99,2.38E-66,8.92E-67
ENSG00000102384,CENPI,1.39,1.1,22.03,4.92E-63,1.66E-63
ENSG00000102385,DRP2,-1.96,2.27,-21.3,1.93E-60,5.94E-61
ENSG00000102387,TAF7L,-0.33,0.48,-10.28,3.03E-21,3.22E-22
ENSG00000102390,PBDC1,1.36,4.09,24.92,6.13E-73,2.92E-73
ENSG00000102393,GLA,1.72,4.35,30.98,2.56E-92,3.48E-92
ENSG00000102401,ARMCX3,0.52,5.25,7.5,8.60E-13,7.39E-14
ENSG00000102409,BEX4,-0.92,6.62,-10.71,1.16E-22,1.27E-23
ENSG00000102445,RUBCNL,1.46,2.74,15.66,4.09E-40,6.97E-41
ENSG00000102452,NALCN,-1.21,2.35,-13.57,1.47E-32,2.06E-33
ENSG00000102466,FGF14,-0.01,2.27,-0.11,0.911,0.0503
ENSG00000102468,HTR2A,-2.12,1.72,-22.65,3.53E-65,1.27E-65
ENSG00000102471,NDFIP2,0.38,4.22,4.84,2.13E-06,1.53E-07
ENSG00000102524,TNFSF13B,2.23,2.63,23.08,1.10E-66,4.17E-67
ENSG00000102531,FNDC3A,1.34,3.93,19.74,6.50E-55,1.67E-55
ENSG00000102543,CDADC1,0.22,3.28,4.05,6.71E-05,4.60E-06
ENSG00000102547,CAB39L,-0.52,4.01,-6.79,6.90E-11,5.65E-12
ENSG00000102554,KLF5,-0.04,1.16,-0.52,0.605,0.0341
ENSG00000102572,STK24,0.23,5.05,3.53,0.000482,3.20E-05
ENSG00000102575,ACP5,2.1,1.94,18.27,1.37E-49,3.01E-50
ENSG00000102580,DNAJC3,1.39,3.23,20.08,4.08E-56,1.09E-56
ENSG00000102595,UGGT2,-0.34,3.37,-4.88,1.77E-06,1.27E-07
ENSG00000102606,ARHGEF7,-0.48,5.16,-5.51,8.26E-08,6.21E-09
ENSG00000102678,FGF9,-1.71,1.45,-19.3,2.61E-53,6.38E-54
ENSG00000102683,SGCG,-0.47,0.64,-9.23,7.00E-18,6.86E-19
ENSG00000102699,PARP4,1.75,3.13,24.11,3.29E-70,1.43E-70
ENSG00000102710,SUPT20H,0.46,4.21,6.66,1.47E-10,1.19E-11
ENSG00000102738,MRPS31,0.3,3.78,5.2,3.94E-07,2.90E-08
ENSG00000102743,SLC25A15,1.13,1.93,17.39,2.18E-46,4.39E-47
ENSG00000102753,KPNA3,0.96,4.01,16.44,6.16E-43,1.13E-43
ENSG00000102755,FLT1,-0.29,3.18,-2.98,0.00314,0.000202
ENSG00000102760,RGCC,0.49,6.46,5.59,5.47E-08,4.14E-09
ENSG00000102763,VWA8,0.14,2.03,2.59,0.0102,0.000643
ENSG00000102780,DGKH,-0.29,1.02,-6.27,1.41E-09,1.11E-10
ENSG00000102781,KATNAL1,0.41,2.49,6.15,2.68E-09,2.10E-10
ENSG00000102786,INTS6,0.34,3.03,5.73,2.57E-08,1.96E-09
ENSG00000102796,DHRS12,0.25,3.55,4.19,3.81E-05,2.64E-06
ENSG00000102802,MEDAG,0.35,0.96,2.82,0.0051,0.000325
ENSG00000102804,TSC22D1,-0.37,7.42,-4.38,1.66E-05,1.16E-06
ENSG00000102805,CLN5,1.95,4.03,31.02,1.83E-92,2.51E-92
ENSG00000102837,OLFM4,-0.31,0.49,-7.09,1.10E-11,9.18E-13
ENSG00000102854,MSLN,0.52,0.94,5.14,5.18E-07,3.80E-08
ENSG00000102858,MGRN1,-0.26,5.2,-3.41,0.000753,4.97E-05
ENSG00000102870,ZNF629,0.62,3.12,8.57,7.26E-16,6.75E-17
ENSG00000102871,TRADD,0.42,3.23,6.33,9.63E-10,7.63E-11
ENSG00000102878,HSF4,-2.85,4.59,-22.11,2.68E-63,9.08E-64
ENSG00000102879,CORO1A,0.39,5.64,4.18,3.86E-05,2.67E-06
ENSG00000102882,MAPK3,-1.06,6.8,-18.01,1.20E-48,2.58E-49
ENSG00000102886,GDPD3,-0.26,1.85,-3.54,0.000466,3.10E-05
ENSG00000102890,ELMO3,-0.11,0.83,-2.76,0.00609,0.000387
ENSG00000102893,PHKB,0.81,4.74,14.27,4.55E-35,6.76E-36
ENSG00000102897,LYRM1,0.61,4.76,9.91,4.89E-20,5.04E-21
ENSG00000102898,NUTF2,1.12,6.52,22.64,3.90E-65,1.40E-65
ENSG00000102900,NUP93,1.34,4.67,22.17,1.65E-63,5.63E-64
ENSG00000102901,CENPT,-0.68,5.25,-9.67,2.86E-19,2.90E-20
ENSG00000102904,TSNAXIP1,-0.87,2.53,-9.98,2.86E-20,2.96E-21
ENSG00000102908,NFAT5,-0.23,1.88,-3.19,0.00156,0.000102
ENSG00000102910,LONP2,-0.04,4.54,-0.72,0.474,0.027
ENSG00000102921,N4BP1,0.48,3.37,8.74,2.27E-16,2.14E-17
ENSG00000102924,CBLN1,-1.27,1.16,-14.8,5.48E-37,8.56E-38
ENSG00000102931,ARL2BP,1.73,5.69,31.16,7.34E-93,1.02E-92
ENSG00000102934,PLLP,-0.56,5.21,-3.85,0.000147,9.96E-06
ENSG00000102935,ZNF423,-0.13,2.73,-1.26,0.208,0.0122
ENSG00000102962,CCL22,0.25,0.2,7.89,6.76E-14,5.97E-15
ENSG00000102967,DHODH,0.94,2.73,16.23,3.44E-42,6.19E-43
ENSG00000102970,CCL17,0.44,0.35,6.64,1.62E-10,1.31E-11
ENSG00000102974,CTCF,0.79,4.15,13.13,5.58E-31,7.49E-32
ENSG00000102977,ACD,-0.17,4.74,-2.65,0.0085,0.000537
ENSG00000102978,POLR2C,0.8,5.66,15.39,4.13E-39,6.87E-40
ENSG00000102981,PARD6A,-0.84,4.18,-9.84,8.27E-20,8.49E-21
ENSG00000102984,ZNF821,0.2,3.63,2.62,0.0093,0.000587
ENSG00000102996,MMP15,0.82,2.76,8.05,2.40E-14,2.15E-15
ENSG00000103005,USB1,0.6,4.68,10.59,3.10E-22,3.37E-23
ENSG00000103018,CYB5B,1.09,5.84,18.46,2.77E-50,6.23E-51
ENSG00000103021,CCDC113,-0.22,2.45,-2.74,0.00663,0.000421
ENSG00000103023,PRSS54,0.19,0.18,5.85,1.37E-08,1.06E-09
ENSG00000103024,NME3,-0.04,5.9,-0.51,0.611,0.0344
ENSG00000103034,NDRG4,-1.78,7.32,-15.06,6.09E-38,9.77E-39
ENSG00000103035,PSMD7,0.5,6.11,9.07,2.23E-17,2.15E-18
ENSG00000103037,SETD6,0.05,3.6,0.67,0.502,0.0285
ENSG00000103042,SLC38A7,0.24,3.29,3.58,0.000411,2.73E-05
ENSG00000103043,VAC14,0.22,4.72,3.75,0.000212,1.43E-05
ENSG00000103044,HAS3,0.62,1.13,7.82,1.12E-13,9.82E-15
ENSG00000103047,TANGO6,0.88,2.67,14.7,1.30E-36,2.01E-37
ENSG00000103051,COG4,0.94,5.04,17.25,6.67E-46,1.33E-46
ENSG00000103056,SMPD3,-1.82,2.09,-19.11,1.27E-52,3.06E-53
ENSG00000103061,SLC7A6OS,0.44,3.32,8.88,8.51E-17,8.12E-18
ENSG00000103064,SLC7A6,-0.05,2.65,-0.83,0.41,0.0235
ENSG00000103066,PLA2G15,0.95,3.99,14.13,1.41E-34,2.07E-35
ENSG00000103089,FA2H,-1.45,2.74,-8.82,1.28E-16,1.22E-17
ENSG00000103091,WDR59,-0.27,4.76,-3.51,0.000519,3.44E-05
ENSG00000103111,MON1B,0.33,3.75,4.83,2.31E-06,1.66E-07
ENSG00000103121,CMC2,0.24,6.36,4.31,2.22E-05,1.55E-06
ENSG00000103126,AXIN1,0.44,3.55,6.29,1.19E-09,9.40E-11
ENSG00000103145,HCFC1R1,-0.56,6.72,-8.89,7.67E-17,7.32E-18
ENSG00000103148,NPRL3,0.2,4.84,3.14,0.00186,0.000121
ENSG00000103150,MLYCD,0.07,1.54,1.74,0.0828,0.00497
ENSG00000103152,MPG,0.99,5.35,14.94,1.79E-37,2.84E-38
ENSG00000103154,NECAB2,-3.27,3.83,-25.15,1.05E-73,5.17E-74
ENSG00000103160,HSDL1,0.29,4.12,4.43,1.34E-05,9.37E-07
ENSG00000103168,TAF1C,-0.58,4.68,-6.89,3.66E-11,3.01E-12
ENSG00000103174,NAGPA,-1.74,3.94,-24.7,3.40E-72,1.58E-72
ENSG00000103175,WFDC1,-1.63,2.55,-17.01,5.19E-45,1.00E-45
ENSG00000103184,SEC14L5,-3.03,2.1,-31.98,2.43E-95,3.92E-95
ENSG00000103187,COTL1,2.08,6.65,29.67,2.57E-88,2.69E-88
ENSG00000103194,USP10,0.98,5.01,15.85,8.38E-41,1.45E-41
ENSG00000103196,CRISPLD2,0.39,1.98,3.68,0.000277,1.85E-05
ENSG00000103197,TSC2,-0.71,5.56,-9.39,2.15E-18,2.14E-19
ENSG00000103199,ZNF500,0.3,2.8,4.75,3.25E-06,2.33E-07
ENSG00000103202,NME4,1.41,6.69,24.46,2.26E-71,1.02E-71
ENSG00000103222,ABCC1,0.95,2.4,11.99,5.26E-27,6.41E-28
ENSG00000103226,NOMO3,-0.12,3.93,-1.32,0.188,0.0111
ENSG00000103227,LMF1,0.2,4.08,2.57,0.0106,0.000666
ENSG00000103241,FOXF1,-0.15,1.37,-1.77,0.0771,0.00464
ENSG00000103245,CIAO3,-0.25,4.79,-4.07,6.21E-05,4.26E-06
ENSG00000103248,MTHFSD,0.57,3,9.31,3.97E-18,3.91E-19
ENSG00000103249,CLCN7,-0.21,5.56,-2.44,0.0151,0.000945
ENSG00000103253,HAGHL,-1.63,4.31,-17.3,4.57E-46,9.14E-47
ENSG00000103254,ANTKMT,-0.8,5.08,-10.61,2.57E-22,2.81E-23
ENSG00000103257,SLC7A5,0.3,5.74,3.25,0.00132,8.60E-05
ENSG00000103260,METRN,1.07,7.74,10,2.55E-20,2.65E-21
ENSG00000103264,FBXO31,-0.38,4.53,-5.36,1.77E-07,1.32E-08
ENSG00000103266,STUB1,-0.19,7.14,-3.48,0.000578,3.83E-05
ENSG00000103269,RHBDL1,-2.78,3.18,-29.87,6.51E-89,7.08E-89
ENSG00000103274,NUBP1,1.64,4.19,39.03,4.41E-115,3.28E-114
ENSG00000103275,UBE2I,1.26,6.03,25.14,1.11E-73,5.46E-74
ENSG00000103313,MEFV,0.11,0.43,2.64,0.00869,0.000549
ENSG00000103316,CRYM,-3.98,3.86,-21.72,6.39E-62,2.08E-62
ENSG00000103319,EEF2K,0.53,2.72,8.58,6.86E-16,6.38E-17
ENSG00000103326,CAPN15,-0.32,3.77,-4.09,5.75E-05,3.95E-06
ENSG00000103335,PIEZO1,0.9,4.94,9.04,2.68E-17,2.59E-18
ENSG00000103342,GSPT1,1.27,5.13,19.9,1.77E-55,4.61E-56
ENSG00000103343,ZNF174,0.61,3.17,11.82,2.07E-26,2.48E-27
ENSG00000103351,CLUAP1,0.72,4.2,10.66,1.79E-22,1.96E-23
ENSG00000103353,UBFD1,0.64,4.33,9.73,1.80E-19,1.83E-20
ENSG00000103355,PRSS33,0.29,0.24,6.17,2.33E-09,1.83E-10
ENSG00000103356,EARS2,0.45,3.82,7.61,4.28E-13,3.71E-14
ENSG00000103363,ELOB,1,8.37,15.24,1.40E-38,2.29E-39
ENSG00000103365,GGA2,-0.18,4.33,-2.66,0.00817,0.000517
ENSG00000103381,CPPED1,0.51,2.75,6.68,1.27E-10,1.03E-11
ENSG00000103404,USP31,-0.9,2.1,-14.59,3.11E-36,4.77E-37
ENSG00000103415,HMOX2,-0.01,6.01,-0.13,0.9,0.0497
ENSG00000103423,DNAJA3,0.58,4.94,10.44,9.24E-22,9.95E-23
ENSG00000103426,CORO7-PAM16,0.03,0.42,0.71,0.479,0.0272
ENSG00000103429,BFAR,1.52,4.47,31.95,2.92E-95,4.69E-95
ENSG00000103449,SALL1,2,4.23,18.67,5.01E-51,1.15E-51
ENSG00000103460,TOX3,0.79,1.73,6.16,2.54E-09,1.99E-10
ENSG00000103479,RBL2,0.28,4.35,4.03,7.29E-05,4.99E-06
ENSG00000103485,QPRT,0.98,4,10.61,2.52E-22,2.75E-23
ENSG00000103489,XYLT1,-0.17,2.19,-1.87,0.062,0.00375
ENSG00000103490,PYCARD,2.89,3.56,31.63,2.75E-94,4.17E-94
ENSG00000103494,RPGRIP1L,0.53,2.33,9.02,3.18E-17,3.07E-18
ENSG00000103495,MAZ,0.88,7.39,12.64,2.82E-29,3.62E-30
ENSG00000103496,STX4,0.23,5.44,3.79,0.000187,1.26E-05
ENSG00000103502,CDIPT,-0.06,6.2,-1.02,0.307,0.0178
ENSG00000103507,BCKDK,0.81,5.14,13.15,4.63E-31,6.23E-32
ENSG00000103510,KAT8,0.08,5.31,1.39,0.167,0.00984
ENSG00000103512,NOMO1,0.07,5.81,1.17,0.243,0.0142
ENSG00000103522,IL21R,0.91,0.85,10.15,8.43E-21,8.85E-22
ENSG00000103528,SYT17,0.26,3.97,3.2,0.00154,0.000101
ENSG00000103540,CCP110,-0.82,3.3,-9.6,4.99E-19,5.03E-20
ENSG00000103544,VPS35L,0.46,4.99,8.81,1.40E-16,1.33E-17
ENSG00000103549,RNF40,0.93,5.92,13.14,4.90E-31,6.58E-32
ENSG00000103550,KNOP1,0.53,4.12,6.77,7.52E-11,6.14E-12
ENSG00000103569,AQP9,0.76,1.44,6.23,1.69E-09,1.33E-10
ENSG00000103591,AAGAB,0.41,4.59,6.78,7.27E-11,5.94E-12
ENSG00000103599,IQCH,0.63,1.04,12.92,2.98E-30,3.93E-31
ENSG00000103642,LACTB,0.98,3,18.69,4.01E-51,9.21E-52
ENSG00000103647,CORO2B,-0.21,5.64,-2.18,0.0299,0.00184
ENSG00000103653,CSK,1.13,5.02,19.73,7.15E-55,1.83E-55
ENSG00000103657,HERC1,-1.33,4.85,-16.48,4.28E-43,7.85E-44
ENSG00000103671,TRIP4,0.63,3.63,10.13,9.73E-21,1.02E-21
ENSG00000103707,MTFMT,0.65,3.03,13.22,2.64E-31,3.57E-32
ENSG00000103710,RASL12,1.9,3.71,15.1,4.36E-38,7.02E-39
ENSG00000103723,AP3B2,-2.71,4.86,-24.51,1.52E-71,6.95E-72
ENSG00000103740,ACSBG1,-0.95,4.62,-6.51,3.44E-10,2.76E-11
ENSG00000103742,IGDCC4,1.92,2.95,19.62,1.79E-54,4.51E-55
ENSG00000103769,RAB11A,1.37,6.69,24.21,1.51E-70,6.64E-71
ENSG00000103811,CTSH,0.92,6.48,8.67,3.55E-16,3.33E-17
ENSG00000103852,TTC23,1.38,3.04,21.65,1.14E-61,3.64E-62
ENSG00000103855,CD276,2.54,5.56,32.75,1.32E-97,2.51E-97
ENSG00000103876,FAH,1.13,4,15.68,3.56E-40,6.07E-41
ENSG00000103888,CEMIP,-0.07,2.17,-0.57,0.566,0.032
ENSG00000103932,RPAP1,0.05,3.71,0.78,0.436,0.0249
ENSG00000103942,HOMER2,-0.26,2.89,-3.89,0.000126,8.57E-06
ENSG00000103966,EHD4,2.16,2.87,28.97,4.13E-86,3.78E-86
ENSG00000103978,TMEM87A,1.6,4.6,25.64,2.32E-75,1.23E-75
ENSG00000103994,ZNF106,-0.15,3.66,-2,0.0468,0.00285
ENSG00000103995,CEP152,0.35,0.98,6.64,1.60E-10,1.29E-11
ENSG00000104043,ATP8B4,0.94,1.43,13.94,7.18E-34,1.03E-34
ENSG00000104044,OCA2,-1.32,0.7,-22.45,1.73E-64,6.09E-65
ENSG00000104047,DTWD1,1.17,3.5,20.29,7.34E-57,2.00E-57
ENSG00000104055,TGM5,1.07,0.72,11.05,8.37E-24,9.45E-25
ENSG00000104059,ENTREP2,-2.18,2.28,-25.21,6.41E-74,3.19E-74
ENSG00000104064,GABPB1,1.12,3.39,21.97,8.03E-63,2.68E-63
ENSG00000104067,TJP1,0.31,4.94,3.79,0.000186,1.26E-05
ENSG00000104081,BMF,1.75,1.64,23.48,4.85E-68,1.94E-68
ENSG00000104093,DMXL2,-0.73,4.4,-10.62,2.43E-22,2.65E-23
ENSG00000104112,SCG3,-0.92,5.67,-6.37,7.92E-10,6.29E-11
ENSG00000104129,DNAJC17,1.13,4.2,20.2,1.48E-56,3.99E-57
ENSG00000104131,EIF3J,0.87,5.41,15.33,6.55E-39,1.08E-39
ENSG00000104133,SPG11,0.74,4.67,11.97,6.24E-27,7.59E-28
ENSG00000104140,RHOV,-1.55,0.95,-30.16,8.05E-90,9.24E-90
ENSG00000104142,VPS18,0.52,3.72,7.86,8.13E-14,7.17E-15
ENSG00000104147,OIP5,2.42,1.73,30.35,2.02E-90,2.43E-90
ENSG00000104154,SLC30A4,0,1.81,0.07,0.942,0.0519
ENSG00000104164,BLOC1S6,0.68,4.49,11.12,4.94E-24,5.61E-25
ENSG00000104177,MYEF2,0.7,4.79,7.99,3.66E-14,3.26E-15
ENSG00000104205,SGK3,-0.01,2.69,-0.12,0.903,0.0499
ENSG00000104213,PDGFRL,0.66,1.69,6.37,7.82E-10,6.21E-11
ENSG00000104218,CSPP1,0.29,2.6,4.47,1.14E-05,8.04E-07
ENSG00000104219,ZDHHC2,0.71,2.97,8.32,3.89E-15,3.55E-16
ENSG00000104221,BRF2,0.66,3.53,13.38,6.86E-32,9.44E-33
ENSG00000104228,TRIM35,0.7,2.82,13.28,1.59E-31,2.16E-32
ENSG00000104231,ZFAND1,0.01,4.02,0.16,0.874,0.0483
ENSG00000104267,CA2,1.68,6.21,14.88,2.95E-37,4.64E-38
ENSG00000104290,FZD3,0.83,2.49,10.7,1.28E-22,1.40E-23
ENSG00000104299,INTS9,1.13,3.43,21.72,6.47E-62,2.10E-62
ENSG00000104312,RIPK2,1.52,3.13,27.03,6.47E-80,4.31E-80
ENSG00000104313,EYA1,0.28,1.54,2.33,0.0205,0.00127
ENSG00000104320,NBN,1.13,3.7,18.24,1.71E-49,3.75E-50
ENSG00000104321,TRPA1,0.12,0.52,1.82,0.0696,0.0042
ENSG00000104324,CPQ,1.52,4.22,17.04,4.02E-45,7.81E-46
ENSG00000104325,DECR1,1.27,6.05,23.69,9.17E-69,3.77E-69
ENSG00000104327,CALB1,-1.72,1.84,-13.85,1.45E-33,2.07E-34
ENSG00000104331,BPNT2,1.22,4.09,19.66,1.26E-54,3.19E-55
ENSG00000104332,SFRP1,-0.54,1.83,-3.75,0.000217,1.46E-05
ENSG00000104341,LAPTM4B,2.25,5.65,29.49,9.26E-88,9.37E-88
ENSG00000104343,UBE2W,0.76,3.34,12.73,1.38E-29,1.79E-30
ENSG00000104356,POP1,0.56,1.5,11.66,7.18E-26,8.51E-27
ENSG00000104361,NIPAL2,-1.85,2.71,-19.74,6.75E-55,1.73E-55
ENSG00000104365,IKBKB,0.88,4.49,14.37,2.03E-35,3.05E-36
ENSG00000104368,PLAT,2.5,4.45,22.41,2.47E-64,8.61E-65
ENSG00000104369,JPH1,-1.31,1.5,-16.23,3.46E-42,6.21E-43
ENSG00000104375,STK3,1.17,2.74,18.48,2.28E-50,5.13E-51
ENSG00000104381,GDAP1,-0.94,3.95,-11.51,2.48E-25,2.90E-26
ENSG00000104388,RAB2A,1.16,5.94,18.12,4.57E-49,9.92E-50
ENSG00000104408,EIF3E,1.64,6.89,27.75,3.00E-82,2.25E-82
ENSG00000104412,EMC2,0.21,5.14,3.62,0.000353,2.36E-05
ENSG00000104413,ESRP1,-0.35,0.29,-10.39,1.36E-21,1.45E-22
ENSG00000104415,CCN4,1.98,1.39,13.92,8.13E-34,1.17E-34
ENSG00000104419,NDRG1,0.09,6.85,0.61,0.544,0.0308
ENSG00000104427,ZC2HC1A,0.16,2.81,2.52,0.0124,0.000778
ENSG00000104432,IL7,0.9,0.81,16.49,4.18E-43,7.68E-44
ENSG00000104435,STMN2,-3.71,5.42,-17.42,1.62E-46,3.28E-47
ENSG00000104442,ARMC1,0.93,4.09,16.99,6.27E-45,1.21E-45
ENSG00000104447,TRPS1,0.95,2.03,12.94,2.53E-30,3.35E-31
ENSG00000104450,SPAG1,0.78,2.15,8.98,4.11E-17,3.95E-18
ENSG00000104472,CHRAC1,1.6,3.54,25.44,1.13E-74,5.76E-75
ENSG00000104490,NCALD,-1.37,5.44,-11.09,6.32E-24,7.17E-25
ENSG00000104497,SNX16,0.77,2.22,14.19,8.76E-35,1.29E-35
ENSG00000104517,UBR5,0.23,5.17,3.6,0.000383,2.55E-05
ENSG00000104518,GSDMD,1.44,4.32,13.23,2.33E-31,3.16E-32
ENSG00000104522,GFUS,0.8,5.31,13.84,1.56E-33,2.23E-34
ENSG00000104524,PYCR3,-0.01,3.55,-0.17,0.869,0.0481
ENSG00000104529,EEF1D,1.43,8.27,24.43,2.74E-71,1.24E-71
ENSG00000104537,ANXA13,0.28,0.33,6.53,3.11E-10,2.50E-11
ENSG00000104549,SQLE,0.71,4.29,8.39,2.43E-15,2.23E-16
ENSG00000104611,SH2D4A,1.4,1.64,17.56,5.02E-47,1.03E-47
ENSG00000104613,INTS10,0.25,5.83,5.12,5.79E-07,4.24E-08
ENSG00000104626,ERI1,1.82,2.62,28.58,6.87E-85,5.95E-85
ENSG00000104635,SLC39A14,1.95,4.24,17.11,2.18E-45,4.27E-46
ENSG00000104643,MTMR9,-0.15,2.6,-2.28,0.0232,0.00144
ENSG00000104660,LEPROTL1,1.6,4.66,29.41,1.67E-87,1.65E-87
ENSG00000104671,DCTN6,0.73,5.62,14.5,6.69E-36,1.02E-36
ENSG00000104679,R3HCC1,0.99,5.13,17.27,5.69E-46,1.14E-46
ENSG00000104687,GSR,1.25,4.18,24.17,2.07E-70,9.06E-71
ENSG00000104689,TNFRSF10A,0.31,0.85,5.36,1.75E-07,1.30E-08
ENSG00000104691,UBXN8,1.07,3.61,21.13,7.64E-60,2.30E-60
ENSG00000104695,PPP2CB,0.67,7.06,12,4.83E-27,5.89E-28
ENSG00000104714,ERICH1,-0.23,3.44,-3.56,0.000441,2.93E-05
ENSG00000104722,NEFM,-5.7,3.97,-32.03,1.73E-95,2.85E-95
ENSG00000104723,TUSC3,-0.6,4.21,-4.17,4.14E-05,2.86E-06
ENSG00000104728,ARHGEF10,-0.02,3.79,-0.19,0.848,0.0469
ENSG00000104731,KLHDC4,-0.25,4.12,-3.74,0.000224,1.51E-05
ENSG00000104738,MCM4,2.23,4.53,22.02,5.60E-63,1.88E-63
ENSG00000104756,KCTD9,0.66,2.79,10.18,6.72E-21,7.07E-22
ENSG00000104760,FGL1,-0.28,0.78,-4.14,4.57E-05,3.16E-06
ENSG00000104763,ASAH1,1.46,6.53,23.65,1.29E-68,5.29E-69
ENSG00000104765,BNIP3L,1.44,5.87,20.49,1.44E-57,4.03E-58
ENSG00000104774,MAN2B1,2.29,4.61,27.47,2.45E-81,1.75E-81
ENSG00000104783,KCNN4,0.66,1.68,5.8,1.84E-08,1.41E-09
ENSG00000104805,NUCB1,1.01,7.4,14.8,5.68E-37,8.88E-38
ENSG00000104808,DHDH,-0.51,1,-9.25,6.13E-18,6.01E-19
ENSG00000104812,GYS1,0.94,4.52,12.3,4.54E-28,5.66E-29
ENSG00000104814,MAP4K1,0.25,1.86,3.98,8.87E-05,6.05E-06
ENSG00000104823,ECH1,0.89,6.87,15.02,9.12E-38,1.46E-38
ENSG00000104824,HNRNPL,1.41,7.42,29.31,3.45E-87,3.35E-87
ENSG00000104825,NFKBIB,0.6,4.34,9.72,1.96E-19,2.00E-20
ENSG00000104826,LHB,-0.32,0.37,-6.2,2.03E-09,1.59E-10
ENSG00000104833,TUBB4A,-2.88,6.82,-14.94,1.76E-37,2.79E-38
ENSG00000104835,SARS2,-0.46,4.26,-6.22,1.86E-09,1.46E-10
ENSG00000104852,SNRNP70,-0.92,7.16,-10.72,1.11E-22,1.22E-23
ENSG00000104853,CLPTM1,0.13,6.83,2.23,0.0263,0.00162
ENSG00000104856,RELB,1.45,2.88,16.86,1.80E-44,3.44E-45
ENSG00000104859,CLASRP,-1.03,5.42,-11.72,4.65E-26,5.54E-27
ENSG00000104863,LIN7B,-1.28,4.35,-16.55,2.33E-43,4.31E-44
ENSG00000104866,PPP1R37,-0.96,4.36,-14.39,1.63E-35,2.45E-36
ENSG00000104870,FCGRT,2.91,6.21,38.9,9.62E-115,6.93E-114
ENSG00000104872,PIH1D1,0.52,6.03,9.58,5.46E-19,5.49E-20
ENSG00000104879,CKM,-1.51,0.88,-17.22,8.50E-46,1.69E-46
ENSG00000104880,ARHGEF18,0.08,3.82,1.1,0.271,0.0158
ENSG00000104881,PPP1R13L,1.09,3.03,10.66,1.72E-22,1.89E-23
ENSG00000104883,PEX11G,0.91,2.4,13.19,3.18E-31,4.29E-32
ENSG00000104884,ERCC2,0.39,4.16,5.7,3.06E-08,2.33E-09
ENSG00000104885,DOT1L,0.72,3.16,6.91,3.29E-11,2.71E-12
ENSG00000104886,PLEKHJ1,0.45,5.77,7.36,2.05E-12,1.75E-13
ENSG00000104888,SLC17A7,-5.18,5.05,-23.37,1.11E-67,4.37E-68
ENSG00000104889,RNASEH2A,3.13,4.38,40.16,5.25E-118,5.25E-117
ENSG00000104892,KLC3,-0.35,0.24,-14.87,3.15E-37,4.96E-38
ENSG00000104894,CD37,2.95,3.81,25.4,1.55E-74,7.88E-75
ENSG00000104897,SF3A2,0.84,5.33,10.54,4.26E-22,4.62E-23
ENSG00000104899,AMH,-0.16,2.56,-1.1,0.271,0.0158
