"HumanGene","MouseGene","in_deseq2","in_tcga","in_mouse_pseudobulk","in_mouse_sn"
"TMEM63B","Tmem63b",1,1,1,1
"TMEM63C","Tmem63c",1,1,1,0
"TMEM64","Tmem64",1,1,1,0
"TMEM65","Tmem65",1,1,1,1
"TMEM67","Tmem67",1,1,1,0
"TMEM68","Tmem68",1,1,1,0
"TMEM69","Tmem69",1,1,1,0
"TMEM70","Tmem70",1,1,1,0
"TMEM71","Tmem71",1,1,1,0
"TMEM72","Tmem72",0,0,1,0
"TMEM74","Tmem74",0,1,1,0
"TMEM74B","Tmem74b",1,1,0,0
"TMEM79","Tmem79",1,1,1,0
"TMEM80","Tmem80",1,1,1,1
"TMEM81","Tmem81",1,1,1,0
"TMEM82","Tmem82",0,0,1,0
"TMEM86A","Tmem86a",1,1,1,0
"TMEM86B","Tmem86b",1,1,1,0
"TMEM87A","Tmem87a",1,1,1,1
"TMEM87B","Tmem87b",1,1,1,1
"TMEM88","Tmem88",1,1,1,0
"TMEM88B","Tmem88b",0,1,1,1
"TMEM8A","Tmem8",0,0,1,0
"TMEM8B","Tmem8b",1,1,1,0
"TMEM9","Tmem9",1,1,1,0
"TMEM91","Tmem91",1,1,1,0
"TMEM94",NA,1,1,0,0
"TMEM97","Tmem97",1,1,1,0
"TMEM98","Tmem98",1,1,1,0
"TMEM9B","Tmem9b",1,1,1,0
"TMF1","Tmf1",1,1,1,1
"TMIE","Tmie",1,1,1,0
"TMIGD2",NA,1,1,0,0
"TMIGD3",NA,0,1,0,0
"TMLHE","Tmlhe",1,1,1,1
"TMOD1","Tmod1",1,1,1,1
"TMOD2","Tmod2",1,1,1,1
"TMOD3","Tmod3",1,1,1,1
"TMOD4","Tmod4",1,1,1,0
"TMPO","Tmpo",1,1,1,1
"TMPO-AS1",NA,1,0,0,0
"TMPPE","Tmppe",1,0,0,0
"TMPRSS11F","Tmprss11f",0,0,1,0
"TMPRSS2","Tmprss2",1,1,0,0
"TMPRSS3","Tmprss3",0,1,0,0
"TMPRSS5","Tmprss5",1,1,1,0
"TMPRSS6","Tmprss6",0,0,1,0
"TMPRSS7","Tmprss7",0,1,1,0
"TMPRSS9","Tmprss9",1,1,1,0
"TMSB10",NA,1,1,0,0
"TMSB15A",NA,1,1,0,0
"TMSB15B",NA,1,1,0,0
"TMSB15C",NA,0,1,0,0
"TMSB4X",NA,1,1,0,0
"TMSB4XP8",NA,1,0,0,0
"TMSB4Y",NA,1,1,0,0
"TMT1A",NA,1,1,0,0
"TMT1B",NA,1,1,0,0
"TMTC1","Tmtc1",1,1,1,1
"TMTC2","Tmtc2",1,1,1,1
"TMTC3","Tmtc3",1,1,1,0
"TMTC4","Tmtc4",1,1,1,0
"TMUB1","Tmub1",1,1,1,0
"TMUB2","Tmub2",1,1,1,0
"TMX1","Tmx1",1,1,1,0
"TMX2","Tmx2",1,1,1,0
"TMX3","Tmx3",1,1,1,1
"TMX4","Tmx4",1,1,1,1
"TNC","Tnc",1,1,1,0
"TNF","Tnf",0,1,1,0
"TNFAIP1","Tnfaip1",1,1,1,0
"TNFAIP2","Tnfaip2",1,1,1,0
"TNFAIP3","Tnfaip3",1,1,1,0
"TNFAIP6","Tnfaip6",1,1,1,1
"TNFAIP8","Tnfaip8",1,1,1,1
"TNFAIP8L1","Tnfaip8l1",1,1,1,0
"TNFAIP8L2","Tnfaip8l2",1,1,1,0
"TNFAIP8L3","Tnfaip8l3",1,1,1,0
"TNFRSF10A","Tnfrsf10b",1,1,0,0
"TNFRSF10B",NA,1,1,0,0
"TNFRSF10C",NA,1,1,0,0
"TNFRSF10D",NA,1,1,0,0
"TNFRSF11A","Tnfrsf11a",1,1,1,1
"TNFRSF11B","Tnfrsf11b",1,1,1,0
"TNFRSF12A","Tnfrsf12a",1,1,1,0
"TNFRSF13B","Tnfrsf13b",0,0,1,0
"TNFRSF13C","Tnfrsf13c",0,1,0,0
"TNFRSF14","Tnfrsf14",1,1,1,0
"TNFRSF14-AS1",NA,1,0,0,0
"TNFRSF18","Tnfrsf18",1,1,0,0
"TNFRSF19","Tnfrsf19",1,1,1,1
"TNFRSF1A","Tnfrsf1a",1,1,1,0
"TNFRSF1B","Tnfrsf1b",1,1,1,0
"TNFRSF21","Tnfrsf21",1,1,1,1
"TNFRSF25","Tnfrsf25",1,1,1,0
"TNFRSF4","Tnfrsf4",1,1,1,0
"TNFRSF6B",NA,1,1,0,0
"TNFRSF8","Tnfrsf8",0,1,1,0
"TNFRSF9","Tnfrsf9",0,1,1,0
"TNFSF10","Tnfsf10",1,1,1,0
"TNFSF12","Tnfsf12",1,1,1,0
"TNFSF12-TNFSF13","Tnfsf12Tnfsf13",0,1,0,0
"TNFSF13","Tnfsf13",1,1,1,0
"TNFSF13B","Tnfsf13b",1,1,1,0
"TNFSF14","Tnfsf14",1,1,0,0
"TNFSF15","Tnfsf15",1,0,0,0
"TNFSF18","Tnfsf18",0,1,0,0
"TNFSF4","Tnfsf4",1,1,0,0
"TNFSF8","Tnfsf8",1,1,1,0
"TNFSF9",NA,1,1,0,0
"TNIK","Tnik",1,1,1,1
"TNIP1","Tnip1",1,1,1,1
"TNIP2","Tnip2",1,1,1,0
"TNIP3","Tnip3",0,0,1,0
"TNK1","Tnk1",1,1,0,0
"TNK2","Tnk2",1,1,1,1
"TNKS","Tnks",1,1,1,1
"TNKS1BP1","Tnks1bp1",1,1,1,0
"TNKS2","Tnks2",1,1,1,1
"TNKS2-DT",NA,1,0,0,0
"TNMD","Tnmd",0,1,0,0
"TNN","Tnn",1,1,0,0
"TNNC1","Tnnc1",1,1,0,0
"TNNC2","Tnnc2",1,1,0,0
"TNNI1","Tnni1",0,1,1,1
"TNNI2","Tnni2",0,1,0,0
"TNNI3","Tnni3",1,1,1,0
"TNNI3K","Tnni3k",1,1,0,0
"TNNT1","Tnnt1",1,1,0,0
"TNNT2","Tnnt2",1,1,1,0
"TNNT3","Tnnt3",0,1,1,0
"TNP1",NA,0,1,0,0
"TNPO1","Tnpo1",1,1,1,1
"TNPO2","Tnpo2",1,1,1,1
"TNPO3","Tnpo3",1,1,1,1
"TNR","Tnr",1,1,1,1
"TNRC18","Tnrc18",1,1,1,1
"TNRC6A","Tnrc6a",1,1,1,1
"TNRC6B","Tnrc6b",1,1,1,1
"TNRC6C","Tnrc6c",1,1,1,1
"TNS1","Tns1",1,1,1,1
"TNS2",NA,1,1,0,0
"TNS2-AS1",NA,1,0,0,0
"TNS3","Tns3",1,1,1,1
"TNS4","Tns4",0,1,0,0
"TNXB","Tnxb",0,1,1,0
"TOB1","Tob1",1,1,1,0
"TOB1-AS1",NA,1,0,0,0
"TOB2","Tob2",1,1,1,1
"TOE1","Toe1",1,1,1,0
"TOGARAM1",NA,1,1,0,0
"TOGARAM2",NA,1,1,0,0
"TOLLIP","Tollip",1,1,1,0
"TOLLIP-DT",NA,1,0,0,0
"TOM1","Tom1",1,1,1,1
"TOM1L1","Tom1l1",1,1,1,1
"TOM1L2","Tom1l2",1,1,1,1
"TOMM20","Tomm20",1,1,1,0
"TOMM22","Tomm22",1,1,1,0
"TOMM34","Tomm34",1,1,1,1
"TOMM40","Tomm40",1,1,1,1
"TOMM40L","Tomm40l",1,1,1,0
"TOMM5",NA,1,1,0,0
"TOMM6","Tomm6",1,1,1,0
"TOMM7","Tomm7",1,1,1,0
"TOMM70",NA,1,1,0,0
"TOMM70A","Tomm70a",0,0,1,1
"TONSL","Tonsl",1,1,1,0
"TOP1","Top1",1,1,1,1
"TOP1MT","Top1mt",1,1,1,0
"TOP1P1",NA,1,0,0,0
"TOP2A","Top2a",1,1,1,1
"TOP2B","Top2b",1,1,1,1
"TOP3A","Top3a",1,1,1,0
"TOP3B","Top3b",1,1,1,1
"TOP6BL",NA,1,1,0,0
"TOPBP1","Topbp1",1,1,1,1
"TOPORS","Topors",1,1,1,0
"TOR1A","Tor1a",1,1,1,0
"TOR1AIP1","Tor1aip1",1,1,1,1
"TOR1AIP2","Tor1aip2",1,1,1,1
"TOR1B","Tor1b",1,1,1,1
"TOR2A","Tor2a",1,1,1,0
"TOR3A","Tor3a",1,1,1,1
"TOR4A","Tor4a",1,1,0,0
"TOX","Tox",1,1,1,1
"TOX-DT",NA,1,0,0,0
"TOX2","Tox2",1,1,1,1
"TOX3","Tox3",1,1,1,1
"TOX4","Tox4",1,1,1,1
"TP53","Trp53",1,1,1,1
"TP53AIP1",NA,1,1,0,0
"TP53BP1","Trp53bp1",1,1,1,1
"TP53BP2","Trp53bp2",1,1,1,1
"TP53I11","Trp53i11",1,1,1,0
"TP53I13","Trp53i13",1,1,1,0
"TP53I3",NA,1,1,0,0
"TP53INP1","Trp53inp1",1,1,1,1
"TP53INP2","Trp53inp2",1,1,1,0
"TP53RK","2810408M09Rik",1,1,0,0
"TP53RK","Trp53rk",1,1,0,0
"TP53TG1",NA,1,0,0,0
"TP53TG3",NA,0,1,0,0
"TP53TG3D",NA,0,1,0,0
"TP53TG3F",NA,0,1,0,0
"TP53TG5","Trp53tg5",1,1,0,0
"TP63","Trp63",0,1,1,0
"TP73","Trp73",1,1,1,0
"TPBG","Tpbg",1,1,0,0
"TPBGL","Gm4980",0,1,0,0
"TPCN1","Tpcn1",1,1,1,1
"TPCN2","Tpcn2",1,1,1,0
"TPD52","Tpd52",1,1,1,1
"TPD52L1","Tpd52l1",1,1,1,0
"TPD52L2","Tpd52l2",1,1,1,1
"TPGS1","Tpgs1",1,1,1,0
"TPGS2","Tpgs2",1,1,1,0
"TPH1","Tph1",0,1,0,0
"TPH2","Tph2",0,0,1,0
"TPI1","Tpi1",1,1,1,0
"TPI1P2",NA,1,0,0,0
"TPK1","Tpk1",1,1,1,1
"TPM1",NA,1,1,0,0
"TPM2",NA,1,1,0,0
"TPM3","Tpm3",1,1,1,1
"TPM3P9",NA,1,0,0,0
"TPM4",NA,1,1,0,0
"TPMT","Tpmt",1,1,1,0
"TPO","Tpo",0,1,0,0
"TPP1","Tpp1",1,1,1,1
"TPP2","Tpp2",1,1,1,1
"TPPP","Tppp",1,1,1,1
"TPPP3","Tppp3",1,1,1,0
"TPR","Tpr",1,1,1,1
"TPRA1","Tpra1",1,1,1,0
"TPRG1","Tprg",0,1,0,0
"TPRG1L","Tprgl",1,1,1,0
"TPRKB","Tprkb",1,1,1,1
"TPRN","Tprn",1,1,1,0
"TPSAB1","Tpsb2",0,1,0,0
"TPSB2","Tpsb2",0,1,0,0
"TPSD1",NA,0,1,0,0
"TPST1","Tpst1",1,1,1,1
"TPST2","Tpst2",1,1,1,1
"TPT1","Tpt1",1,1,1,1
"TPT1-AS1",NA,1,0,0,0
"TPTE2P1",NA,1,0,0,0
"TPTE2P3",NA,1,0,0,0
"TPTE2P6",NA,1,0,0,0
"TPTEP1",NA,1,0,0,0
"TPTEP2",NA,1,0,0,0
"TPX2","Tpx2",1,1,1,0
"TRA2A","Tra2a",1,1,1,1
"TRA2B","Tra2b",1,1,1,1
"TRABD","Trabd",1,1,1,1
"TRABD2A",NA,1,1,0,0
"TRABD2B","Trabd2b",1,1,1,0
"TRAC",NA,1,0,0,0
"TRADD","Tradd",1,1,1,0
"TRAF1","Traf1",1,1,1,0
"TRAF2","Traf2",1,1,1,0
"TRAF3","Traf3",1,1,1,1
"TRAF3IP1","Traf3ip1",1,1,1,0
"TRAF3IP2","Traf3ip2",1,1,1,0
"TRAF3IP2-AS1",NA,1,0,0,0
"TRAF3IP3","Traf3ip3",1,1,1,0
"TRAF4","Traf4",1,1,1,0
"TRAF5","Traf5",1,1,1,1
"TRAF6","Traf6",1,1,1,1
"TRAF7","Traf7",1,1,1,1
"TRAFD1","Trafd1",1,1,1,1
"TRAIP","Traip",1,1,1,0
"TRAK1","Trak1",1,1,1,1
"TRAK2","Trak2",1,1,1,1
"TRAM1","Tram1",1,1,1,1
"TRAM1L1","Tram1l1",1,1,1,0
"TRAM2","Tram2",1,1,1,0
"TRAM2-AS1",NA,1,0,0,0
"TRANK1","Trank1",1,1,1,1
"TRAP1","Trap1",1,1,1,1
"TRAPPC1","Trappc1",1,1,1,0
"TRAPPC10","Trappc10",1,1,1,1
"TRAPPC11","Trappc11",1,1,1,1
"TRAPPC12","Trappc12",1,1,1,1
"TRAPPC13","Trappc13",1,1,1,1
"TRAPPC14",NA,1,1,0,0
"TRAPPC2","Trappc2",1,1,1,0
"TRAPPC2B",NA,1,1,0,0
"TRAPPC2L","Trappc2l",1,1,1,0
"TRAPPC3","Trappc3",1,1,1,1
"TRAPPC4","Trappc4",1,1,1,0
"TRAPPC5","Trappc5",1,1,1,0
"TRAPPC6A","Trappc6a",1,1,1,0
"TRAPPC6B","Trappc6b",1,1,1,1
"TRAPPC8","Trappc8",1,1,1,1
"TRAPPC9","Trappc9",1,1,1,1
"TRARG1",NA,0,1,0,0
"TRAT1","Trat1",0,0,1,0
"TRBC2",NA,1,0,0,0
"TRDC",NA,1,0,0,0
"TRDMT1","Trdmt1",1,1,1,0
"TRDN","Trdn",0,1,0,0
"TREH","Treh",1,0,0,0
"TREM1","Trem1",1,1,0,0
"TREM2","Trem2",1,1,1,0
"TREML1","Treml1",0,1,0,0
"TREML2","Treml2",0,0,1,0
"TRERF1","Trerf1",1,1,1,1
"TREX1","Trex1",1,1,0,0
"TREX2","Trex2",0,1,0,0
"TRH","Trh",1,1,0,0
"TRHDE","Trhde",1,1,1,0
"TRHDE-AS1",NA,1,0,0,0
"TRIAP1","Triap1",1,1,1,0
"TRIB1","Trib1",1,1,1,0
"TRIB2","Trib2",1,1,1,0
"TRIB3","Trib3",1,1,1,1
"TRIL","Tril",1,1,1,0
"TRIM11","Trim11",1,1,1,1
"TRIM13","Trim13",1,1,1,0
"TRIM14","Trim14",1,1,1,0
"TRIM16","Trim16",1,1,1,0
"TRIM16L",NA,1,0,0,0
"TRIM17","Trim17",1,1,1,0
"TRIM2","Trim2",1,1,1,1
"TRIM21","Trim21",1,1,1,0
"TRIM22",NA,1,1,0,0
"TRIM23","Trim23",1,1,1,1
"TRIM24","Trim24",1,1,1,1
"TRIM25","Trim25",1,1,1,1
"TRIM26","Trim26",0,1,1,1
"TRIM27","Trim27",0,1,1,0
"TRIM28","Trim28",1,1,1,1
"TRIM29","Trim29",0,1,0,0
"TRIM3","Trim3",1,1,1,1
"TRIM32","Trim32",1,1,1,0
"TRIM33","Trim33",1,1,1,1
"TRIM34",NA,0,1,0,0
"TRIM35","Trim35",1,1,1,1
"TRIM36","Trim36",1,1,1,0
"TRIM37","Trim37",1,1,1,1
"TRIM38","Trim38",1,1,0,0
"TRIM39","Trim39",0,1,1,0
"TRIM4",NA,1,1,0,0
"TRIM41","Trim41",1,1,1,1
"TRIM44","Trim44",1,1,1,1
"TRIM45","Trim45",1,1,1,0
"TRIM46","Trim46",1,1,1,0
"TRIM47","Trim47",1,1,1,0
"TRIM48",NA,0,1,0,0
"TRIM5","Trim12c",1,1,1,0
"TRIM5","Trim5",1,1,1,0
"TRIM52",NA,1,1,0,0
"TRIM52-AS1",NA,1,0,0,0
"TRIM54","Trim54",0,1,0,0
"TRIM56","Trim56",1,1,1,1
"TRIM59","Trim59",0,1,1,1
"TRIM6","Trim6",1,1,1,0
"TRIM6-TRIM34","Trim34a",0,0,1,1
"TRIM61",NA,0,1,0,0
"TRIM62","Trim62",1,1,1,0
"TRIM63","Trim63",0,1,0,0
"TRIM65","Trim65",1,1,1,0
"TRIM66","Trim66",1,1,1,0
"TRIM67","Trim67",1,1,1,0
"TRIM67-AS1",NA,1,0,0,0
"TRIM68","Trim68",1,1,1,0
"TRIM69","Trim69",1,1,1,0
"TRIM7","Trim7",1,1,1,0
"TRIM71","Trim71",0,1,1,0
"TRIM73",NA,0,1,0,0
"TRIM74",NA,1,1,0,0
"TRIM8","Trim8",1,1,1,1
"TRIM9","Trim9",1,1,1,1
"TRIO","Trio",1,1,1,1
"TRIOBP","Triobp",1,1,1,0
"TRIP10","Trip10",1,1,1,0
"TRIP11","Trip11",1,1,1,1
"TRIP12","Trip12",1,1,1,1
"TRIP13","Trip13",1,1,1,0
"TRIP4","Trip4",1,1,1,1
"TRIP6","Trip6",1,1,1,0
"TRIQK","Triqk",1,1,1,0
"TRIR",NA,1,1,0,0
"TRIT1","Trit1",1,1,1,1
"TRMO",NA,1,1,0,0
"TRMT1","Trmt1",1,1,1,1
"TRMT10A","Trmt10a",1,1,1,0
"TRMT10B","Trmt10b",1,1,1,0
"TRMT10C","Trmt10c",1,1,1,0
"TRMT11","Trmt11",1,1,1,1
"TRMT112","Trmt112",1,1,1,0
"TRMT12","Trmt12",1,1,1,0
"TRMT13","Trmt13",1,1,1,1
"TRMT1L","Trmt1l",1,1,1,1
"TRMT2A","Trmt2a",1,1,1,0
"TRMT2B","Trmt2b",1,1,1,0
"TRMT44","Trmt44",1,1,1,0
"TRMT5","Trmt5",1,1,1,0
"TRMT6","Trmt6",1,1,1,0
"TRMT61A","Trmt61a",1,1,1,0
"TRMT61B",NA,1,1,0,0
"TRMT9B",NA,1,1,0,0
"TRMU","Trmu",1,1,1,0
"TRNAU1AP","Trnau1ap",1,1,1,1
"TRNP1","Trnp1",1,1,1,0
"TRNT1","Trnt1",1,1,1,1
"TRO","Tro",1,1,1,0
"TROAP","Troap",1,1,1,0
"TRPA1","Trpa1",0,1,0,0
"TRPC1","Trpc1",1,1,1,1
"TRPC3","Trpc3",1,1,1,0
"TRPC4","Trpc4",0,1,1,0
"TRPC4AP","Trpc4ap",1,1,1,1
"TRPC5","Trpc5",0,0,1,0
"TRPC6","Trpc6",0,1,1,0
"TRPC7","Trpc7",0,1,1,0
"TRPM1","Trpm1",0,1,0,0
"TRPM2","Trpm2",1,1,1,0
"TRPM3","Trpm3",1,1,1,1
"TRPM4","Trpm4",1,1,1,0
"TRPM5","Trpm5",0,0,1,0
"TRPM6","Trpm6",1,1,1,0
"TRPM7","Trpm7",1,1,1,1
"TRPM8","Trpm8",1,1,1,0
"TRPS1","Trps1",1,1,1,1
"TRPT1","Trpt1",1,1,1,0
"TRPV1","Trpv1",1,1,0,0
"TRPV2","Trpv2",1,1,1,0
"TRPV3","Trpv3",1,1,1,0
"TRPV4","Trpv4",1,1,1,1
"TRPV6","Trpv6",1,1,0,0
"TRRAP","Trrap",1,1,1,1
"TRUB1","Trub1",1,1,1,1
"TRUB2","Trub2",1,1,1,1
"TSACC","Tsacc",0,1,1,0
"TSC1","Tsc1",1,1,1,1
"TSC2","Tsc2",1,1,1,0
"TSC22D1","Tsc22d1",1,1,1,1
"TSC22D1-AS1",NA,1,0,0,0
"TSC22D2","Tsc22d2",1,1,1,1
"TSC22D3","Tsc22d3",1,1,1,1
"TSC22D4","Tsc22d4",1,1,1,1
"TSEN15","Tsen15",1,1,1,0
"TSEN2","Tsen2",1,1,1,1
"TSEN34","Tsen34",1,1,1,0
"TSEN54","Tsen54",1,1,1,0
"TSFM","Tsfm",1,1,1,0
"TSG101","Tsg101",1,1,1,1
"TSGA10","Tsga10",1,1,1,1
"TSGA10IP","Tsga10ip",0,0,1,0
"TSHR","Tshr",1,1,1,0
"TSHZ1","Tshz1",1,1,1,1
"TSHZ2","Tshz2",1,1,1,1
"TSHZ3","Tshz3",1,1,1,1
"TSKU","Tsku",1,1,1,0
"TSLP","Tslp",1,1,0,0
"TSN","Tsn",1,1,1,1
"TSNARE1",NA,1,1,0,0
"TSNAX","Tsnax",1,1,1,1
"TSNAXIP1","Tsnaxip1",1,1,0,0
"TSPAN1","Tspan1",1,1,0,0
"TSPAN10","Tspan10",1,1,0,0
"TSPAN11","Tspan11",1,1,1,0
"TSPAN12","Tspan12",1,1,1,0
"TSPAN13","Tspan13",1,1,1,1
"TSPAN14","Tspan14",1,1,1,1
"TSPAN15","Tspan15",1,1,1,1
"TSPAN17","Tspan17",1,1,1,0
"TSPAN18","Tspan18",1,1,1,0
"TSPAN19",NA,0,1,0,0
"TSPAN2","Tspan2",1,1,1,1
"TSPAN3","Tspan3",1,1,1,1
"TSPAN31","Tspan31",1,1,1,0
"TSPAN32","Tspan32",0,1,1,0
"TSPAN33","Tspan33",1,1,1,0
"TSPAN4","Tspan4",1,1,1,1
"TSPAN5","Tspan5",1,1,1,1
"TSPAN6","Tspan6",1,1,1,0
"TSPAN7","Tspan7",1,1,1,1
"TSPAN8","Tspan8",0,1,1,0
"TSPAN9","Tspan9",1,1,1,1
"TSPEAR","Tspear",0,0,1,0
"TSPO","Tspo",1,1,1,0
"TSPOAP1",NA,1,1,0,0
"TSPOAP1-AS1",NA,1,0,0,0
"TSPY2",NA,0,1,0,0
"TSPY26P",NA,1,0,0,0
"TSPYL1","Tspyl1",1,1,1,0
"TSPYL2","Tspyl2",1,1,1,1
"TSPYL4","Tspyl4",1,1,1,0
"TSPYL5","Tspyl5",1,1,1,0
"TSR1","Tsr1",1,1,1,0
"TSR2","Tsr2",1,1,1,0
"TSR3","Tsr3",1,1,1,0
"TSSC4","Tssc4",1,1,1,1
"TSSK3","Tssk3",1,1,0,0
"TSSK4","Tssk4",1,1,0,0
"TSSK6","Tssk6",1,1,0,0
"TST","Tst",1,1,1,0
"TSTA3","Tsta3",0,0,1,0
"TSTD1","Tstd1",1,1,1,0
"TSTD2","Tstd2",1,1,1,1
"TTBK1","Ttbk1",1,1,1,1
"TTBK2","Ttbk2",1,1,1,0
"TTC1","Ttc1",1,1,1,0
"TTC12","Ttc12",1,1,1,0
"TTC13","Ttc13",1,1,1,1
"TTC14","Ttc14",1,1,1,1
"TTC17","Ttc17",1,1,1,1
"TTC19","Ttc19",1,1,1,1
"TTC21A","Ttc21a",1,1,0,0
"TTC21B","Ttc21b",1,1,1,1
"TTC22","Ttc22",0,1,0,0
"TTC23","Ttc23",1,1,1,1
"TTC23L","Ttc23l",0,1,0,0
"TTC24","Ttc24",0,1,0,0
"TTC25","Ttc25",0,0,1,0
"TTC26","Ttc26",0,0,1,0
"TTC27","Ttc27",1,1,1,1
"TTC28","Ttc28",1,1,1,1
"TTC28-AS1",NA,1,0,0,0
"TTC29","Ttc29",0,1,0,0
"TTC3","Ttc3",1,1,1,1
"TTC31",NA,1,1,0,0
"TTC32","Ttc32",1,1,1,0
"TTC33","Ttc33",1,1,1,0
"TTC34","Ttc34",0,1,0,0
"TTC36","Ttc36",1,1,0,0
"TTC37","Ttc37",0,0,1,1
"TTC38","Ttc38",1,1,1,0
"TTC39A","Ttc39a",1,1,1,0
"TTC39B","Ttc39b",1,1,1,1
"TTC39C","Ttc39c",1,1,1,1
"TTC3P1",NA,1,0,0,0
"TTC4","Ttc4",1,1,1,1
"TTC41P",NA,1,0,0,0
"TTC5","Ttc5",1,1,1,1
"TTC7A","Ttc7",1,1,1,1
"TTC7B","Ttc7b",1,1,1,1
"TTC8","Ttc8",1,1,1,1
"TTC9","Ttc9",1,1,1,0
"TTC9B","Ttc9b",1,1,1,0
"TTC9C","Ttc9c",1,1,1,0
"TTF1",NA,1,1,0,0
"TTF2","Ttf2",1,1,1,0
"TTI1","Tti1",1,1,1,0
"TTI2","Tti2",1,1,1,0
"TTK","Ttk",1,1,1,0
"TTL","Ttl",1,1,1,0
"TTLL1","Ttll1",1,1,1,0
"TTLL11","Ttll11",1,1,1,1
"TTLL12","Ttll12",1,1,1,0
"TTLL13",NA,0,1,0,0
"TTLL3","Ttll3",1,1,1,1
"TTLL4","Ttll4",1,1,1,1
"TTLL5","Ttll5",1,1,1,1
"TTLL6","Ttll6",1,1,0,0
"TTLL7","Ttll7",1,1,1,1
"TTLL8","Ttll8",0,0,1,1
"TTLL9","Ttll9",1,1,1,0
"TTN","Ttn",1,1,1,0
"TTPA","Ttpa",1,1,1,0
"TTPAL","Ttpal",1,1,1,0
"TTR","Ttr",0,1,1,0
"TTTY15",NA,1,0,0,0
"TTYH1","Ttyh1",1,1,1,1
"TTYH2","Ttyh2",1,1,1,1
"TTYH3","Ttyh3",1,1,1,1
"TUB","Tub",1,1,1,0
"TUBA1A","Tuba1a",1,1,1,1
"TUBA1B","Tuba1b",1,1,1,1
"TUBA1C","Tuba1c",1,1,1,0
"TUBA3D",NA,0,1,0,0
"TUBA3FP",NA,1,0,0,0
"TUBA4A","Tuba4a",1,1,1,0
"TUBA8","Tuba8",1,1,0,0
"TUBB","Tubb5",0,1,1,0
"TUBB1","Tubb1",1,0,0,0
"TUBB2A","Tubb2a",1,1,1,0
"TUBB2B","Tubb2b",1,1,1,0
"TUBB3","Tubb3",1,1,1,1
"TUBB4A","Tubb4a",1,1,1,1
"TUBB4B","Tubb4b",1,1,1,0
"TUBB6","Tubb6",1,1,1,0
"TUBD1","Tubd1",1,1,1,0
"TUBE1","Tube1",1,1,1,0
"TUBG1","Tubg1",1,1,1,0
"TUBG2","Tubg2",1,1,1,0
"TUBGCP2","Tubgcp2",1,1,1,1
"TUBGCP3","Tubgcp3",1,1,1,1
"TUBGCP4","Tubgcp4",1,1,1,1
"TUBGCP5","Tubgcp5",1,1,1,1
"TUBGCP6","Tubgcp6",1,1,1,0
"TUFM","Tufm",1,1,1,0
"TUFT1","Tuft1",1,1,1,0
"TUG1",NA,1,1,0,0
"TULP1","Tulp1",0,1,0,0
"TULP2","Tulp2",0,0,1,0
"TULP3","Tulp3",1,1,1,1
"TULP4","Tulp4",1,1,1,1
"TUNAR",NA,1,1,0,0
"TUSC1","Tusc1",1,1,0,0
"TUSC2","Tusc2",1,1,1,0
"TUSC3","Tusc3",1,1,1,1
"TUT1","Tut1",1,1,1,0
"TUT4",NA,1,1,0,0
"TUT7",NA,1,1,0,0
"TVP23A","Tvp23a",1,1,1,0
"TVP23B","Tvp23b",1,1,1,0
"TVP23C",NA,1,1,0,0
"TVP23C-CDRT4",NA,0,1,0,0
"TWF1","Twf1",1,1,1,0
"TWF2","Twf2",1,1,1,1
"TWIST1","Twist1",1,1,1,0
"TWIST2","Twist2",1,1,0,0
"TWISTNB","Twistnb",0,0,1,0
"TWNK",NA,1,1,0,0
"TWSG1","Twsg1",1,1,1,0
"TXK","Txk",0,0,1,0
"TXLNA","Txlna",1,1,1,1
"TXLNB","Txlnb",1,1,1,0
"TXLNG","Txlng",1,1,1,1
"TXLNGY",NA,1,0,0,0
"TXN","Txn1",1,1,1,0
"TXN2","Txn2",1,1,1,0
"TXNDC11","Txndc11",1,1,1,1
"TXNDC12","Txndc12",1,1,1,1
"TXNDC15","Txndc15",1,1,1,1
"TXNDC16","Txndc16",1,1,1,1
"TXNDC17","Txndc17",1,1,1,0
"TXNDC5","Txndc5",1,1,1,0
"TXNDC9","Txndc9",1,1,1,0
"TXNIP","Txnip",1,1,1,1
"TXNL1","Txnl1",1,1,1,0
"TXNL4A","Txnl4a",1,1,1,0
"TXNL4B","Txnl4b",1,1,1,0
"TXNRD1","Txnrd1",1,1,1,1
"TXNRD2","Txnrd2",1,1,1,0
"TXNRD3","Txnrd3",1,1,1,0
"TYK2","Tyk2",1,1,1,1
"TYMP","Tymp",1,1,0,0
"TYMS","Tyms",1,1,1,0
"TYMSOS",NA,1,0,0,0
"TYRO3","Tyro3",1,1,1,1
"TYROBP","Tyrobp",1,1,1,0
"TYRP1","Tyrp1",0,1,0,0
"TYSND1","Tysnd1",1,1,1,0
"TYW1","Tyw1",1,1,1,1
"TYW1B",NA,1,1,0,0
"TYW3","Tyw3",1,1,1,0
"TYW5","Tyw5",1,1,1,0
"U2AF1",NA,1,1,0,0
"U2AF1L4",NA,1,1,0,0
"U2AF2","U2af2",1,1,1,1
"U2SURP","U2surp",1,1,1,1
"UACA","Uaca",1,1,1,1
"UAP1","Uap1",1,1,1,0
"UAP1L1","Uap1l1",1,1,1,0
"UBA1","Uba1",1,1,1,1
"UBA2","Uba2",1,1,1,1
"UBA3","Uba3",1,1,1,1
"UBA5","Uba5",1,1,1,1
